trip_id,rider_id,driver_id,vehicle_id,start_time,end_time,start_location,end_location,distance_km,fare
1006,25,41,65,2023-08-28 16:48:41,2023-08-28 16:53:41,Hospital,Hotel District,15.56,27.09
1007,204,65,106,2023-09-02 06:11:28,2023-09-02 07:04:28,Stadium,Restaurant District,19.08,44.37
1008,67,90,87,2023-03-17 15:17:30,2023-03-17 15:43:30,Stadium,City Center,37.59,65.39
1009,52,65,106,2023-01-19 09:31:34,2023-01-19 10:13:34,Hotel District,Stadium,24.89,50.34
1010,445,5,38,2023-05-06 05:24:52,2023-05-06 05:38:52,Residential Area,Beach,5.78,14.67
1011,321,12,3,2024-11-17 22:26:58,2024-11-17 22:44:58,Hotel District,Residential Area,33.4,57.1
1012,394,92,21,2024-01-25 14:52:22,2024-01-25 15:30:22,Restaurant District,Business District,33.27,61.91
1013,477,99,120,2023-12-14 13:38:08,2023-12-14 14:33:08,Train Station,Hospital,15.96,40.19
1014,320,56,6,2024-11-22 19:28:38,2024-11-22 20:18:38,Hotel District,Residential Area,20.61,45.91
1015,107,79,78,2023-02-28 06:04:09,2023-02-28 06:18:09,Business District,Residential Area,49.73,80.59
1016,50,2,19,2024-08-18 05:11:24,2024-08-18 06:11:24,University,Park,43.64,82.96
1017,409,12,89,2023-03-15 02:24:43,2023-03-15 02:58:43,Hospital,Train Station,46.83,81.25
1018,83,9,54,2024-03-23 18:57:20,2024-03-23 19:25:20,Hospital,Airport,5.41,17.62
1019,364,99,120,2023-07-20 08:25:35,2023-07-20 09:00:35,University,Hotel District,44.08,77.37
1020,333,18,23,2024-03-17 17:57:35,2024-03-17 18:33:35,Downtown,Hospital,43.23,76.34
1021,206,53,110,2024-04-26 07:44:15,2024-04-26 08:32:15,Train Station,Beach,19.6,43.9
1022,433,80,92,2023-10-18 05:57:28,2023-10-18 06:07:28,Residential Area,Stadium,26.29,44.44
1023,135,88,42,2024-04-27 01:04:41,2024-04-27 01:50:41,Downtown,Restaurant District,39.95,73.93
1024,359,72,2,2023-05-01 01:14:55,2023-05-01 02:13:55,Airport,University,20.04,47.31
1025,292,52,101,2023-06-23 05:58:38,2023-06-23 06:27:38,Suburb,Beach,34.12,60.93
1026,179,60,4,2024-05-14 00:46:43,2024-05-14 01:25:43,City Center,Suburb,24.31,48.71
1027,44,24,8,2024-12-13 14:42:01,2024-12-13 15:12:01,Hotel District,Stadium,11.57,27.36
1028,169,9,54,2023-09-23 23:14:14,2023-09-23 23:57:14,Beach,Shopping Mall,35.71,66.81
1029,244,15,57,2023-12-20 01:57:36,2023-12-20 02:04:36,Park,Train Station,47.53,75.55
1030,75,82,5,2023-09-06 16:42:40,2023-09-06 17:23:40,Downtown,Business District,39.16,71.49
1031,32,47,102,2023-12-01 01:49:35,2023-12-01 02:24:35,Shopping Mall,Downtown,12.15,29.48
1032,12,98,82,2023-07-29 14:20:00,2023-07-29 14:41:00,Residential Area,Train Station,6.01,16.77
1033,36,36,62,2023-03-05 11:10:05,2023-03-05 11:34:05,Suburb,Restaurant District,23.67,44.01
1034,215,68,99,2024-06-04 03:04:34,2024-06-04 03:25:34,Train Station,Suburb,4.58,14.62
1035,459,55,35,2024-08-08 00:13:09,2024-08-08 00:37:09,Train Station,Shopping Mall,18.77,36.66
1036,215,62,102,2024-02-20 22:33:38,2024-02-20 23:22:38,Hotel District,Train Station,48.35,87.28
1037,224,46,37,2024-10-01 06:07:28,2024-10-01 06:12:28,Park,Hotel District,44.9,71.1
1038,102,10,72,2023-09-09 10:48:45,2023-09-09 11:35:45,Suburb,Restaurant District,37.66,70.74
1039,378,94,51,2023-01-12 00:27:38,2023-01-12 00:41:38,City Center,Beach,46.82,76.23
1040,256,41,65,2024-09-07 04:15:48,2024-09-07 05:03:48,Stadium,University,26.99,54.98
1041,2,58,53,2024-05-07 16:04:46,2024-05-07 16:37:46,Residential Area,Business District,6.68,20.77
1042,112,96,31,2023-11-23 08:39:01,2023-11-23 09:28:01,Park,Hotel District,9.97,29.71
1043,194,28,104,2023-06-12 22:16:01,2023-06-12 22:33:01,Residential Area,Business District,47.85,78.53
1044,190,47,3,2023-08-23 12:39:10,2023-08-23 13:03:10,Park,Suburb,43.65,73.97
1045,359,64,84,2023-12-21 04:24:33,2023-12-21 04:55:33,Stadium,Hospital,18.91,38.62
1046,278,55,35,2023-03-30 01:33:22,2023-03-30 01:49:22,Beach,Stadium,19.91,36.37
1047,284,77,21,2024-02-26 13:50:00,2024-02-26 14:22:00,Stadium,University,42.56,74.34
1048,353,88,42,2024-05-07 12:36:56,2024-05-07 12:59:56,Restaurant District,Business District,47.02,78.78
1049,464,13,9,2024-09-17 23:48:21,2024-09-18 00:46:21,Airport,Residential Area,2.79,21.19
1050,478,53,14,2024-01-21 13:39:30,2024-01-21 14:31:30,Hotel District,Business District,46.51,85.27
1051,52,82,25,2024-01-26 23:20:19,2024-01-27 00:02:19,Hotel District,Downtown,34.05,64.07
1052,437,54,28,2023-06-23 02:46:21,2023-06-23 03:40:21,Beach,Park,20.29,46.44
1053,101,61,21,2023-09-30 07:54:45,2023-09-30 08:49:45,City Center,Beach,21.82,48.98
1054,421,83,94,2023-01-06 21:46:11,2023-01-06 22:14:11,Hotel District,Shopping Mall,26.36,49.04
1055,138,85,113,2023-08-27 18:17:22,2023-08-27 19:15:22,City Center,Hotel District,45.65,85.47
1056,345,31,1,2024-11-30 04:42:23,2024-11-30 05:13:23,Downtown,Train Station,39.94,70.16
1057,431,67,90,2023-09-18 06:31:45,2023-09-18 06:46:45,Business District,Stadium,13.61,26.66
1058,499,51,25,2024-04-23 16:03:59,2024-04-23 16:49:59,Stadium,Suburb,4.48,20.72
1059,478,74,14,2023-04-11 02:19:10,2023-04-11 03:04:10,Stadium,Restaurant District,10.34,29.26
1060,463,41,65,2023-12-06 17:45:23,2023-12-06 18:04:23,Airport,Restaurant District,40.46,67.94
1061,259,16,81,2024-03-24 02:49:28,2024-03-24 03:44:28,Stadium,Suburb,38.58,74.12
1062,470,34,27,2023-09-08 10:03:28,2023-09-08 10:21:28,Airport,Downtown,23.0,41.5
1063,322,99,120,2023-01-22 14:34:16,2023-01-22 15:18:16,Restaurant District,Park,46.19,82.78
1064,41,74,14,2023-01-20 15:26:14,2023-01-20 16:18:14,Restaurant District,Train Station,49.2,89.3
1065,325,81,91,2023-05-25 21:38:25,2023-05-25 21:58:25,Residential Area,City Center,12.64,26.46
1066,100,69,58,2024-07-18 03:26:54,2024-07-18 04:20:54,Hotel District,Stadium,38.98,74.47
1067,338,7,97,2023-03-06 10:32:57,2023-03-06 10:46:57,Residential Area,Downtown,32.64,54.96
1068,297,14,1,2023-12-23 14:45:39,2023-12-23 15:28:39,Airport,Train Station,15.56,36.59
1069,459,24,8,2023-03-02 02:29:39,2023-03-02 03:05:39,Suburb,Hospital,45.81,80.22
1070,107,51,13,2024-01-17 09:35:32,2024-01-17 10:30:32,Downtown,Stadium,5.53,24.55
1071,492,81,91,2023-06-13 08:12:03,2023-06-13 09:00:03,Stadium,City Center,17.05,40.08
1072,466,58,53,2023-05-20 15:50:05,2023-05-20 16:14:05,Downtown,City Center,10.58,24.37
1073,291,81,91,2023-04-02 00:53:57,2023-04-02 01:19:57,Hospital,Beach,49.76,83.64
1074,308,70,71,2023-05-04 00:34:16,2023-05-04 01:12:16,Restaurant District,University,46.48,81.72
1075,99,78,4,2024-02-21 06:54:36,2024-02-21 07:00:36,Park,Hotel District,9.31,17.96
1076,444,47,15,2024-11-28 22:36:11,2024-11-28 22:54:11,Downtown,Hospital,8.65,19.98
1077,43,94,56,2023-04-09 07:37:36,2023-04-09 07:59:36,University,Beach,11.56,25.34
1078,48,45,98,2023-12-29 18:19:35,2023-12-29 19:11:35,Hotel District,Beach,22.93,49.89
1079,485,52,101,2023-07-14 06:04:27,2023-07-14 06:20:27,Shopping Mall,Residential Area,42.61,70.41
1080,368,36,62,2023-03-21 22:05:39,2023-03-21 22:47:39,Hotel District,Business District,16.96,38.44
1081,407,27,75,2023-12-03 16:29:51,2023-12-03 17:02:51,Stadium,Business District,37.86,67.54
1082,418,41,65,2024-04-16 16:48:41,2024-04-16 17:17:41,Stadium,Shopping Mall,29.22,53.58
1083,192,81,91,2023-12-16 01:29:10,2023-12-16 01:44:10,City Center,Downtown,47.99,78.23
1084,130,76,53,2023-08-16 22:44:36,2023-08-16 23:27:36,Suburb,City Center,32.96,62.69
1085,495,68,99,2023-11-06 08:58:28,2023-11-06 09:04:28,Airport,Train Station,40.83,65.25
1086,220,24,8,2023-07-10 13:03:42,2023-07-10 13:12:42,Shopping Mall,Residential Area,19.84,34.51
1087,75,100,41,2023-04-05 23:54:16,2023-04-05 23:59:16,Hospital,Restaurant District,2.52,7.53
1088,169,28,104,2024-03-16 18:23:36,2024-03-16 19:18:36,Hospital,City Center,13.17,36.0
1089,34,50,37,2024-04-12 10:24:02,2024-04-12 10:42:02,Park,Shopping Mall,6.94,17.41
1090,143,92,78,2024-11-17 03:01:34,2024-11-17 03:57:34,Suburb,Residential Area,5.59,24.88
1091,458,83,94,2024-06-13 19:51:38,2024-06-13 20:44:38,Stadium,Hospital,41.04,77.31
1092,102,26,7,2024-09-15 11:52:55,2024-09-15 12:28:55,Beach,Downtown,49.53,85.8
1093,216,16,16,2023-12-18 16:31:34,2023-12-18 16:46:34,Business District,Hospital,30.38,51.82
1094,122,74,14,2023-08-10 09:28:23,2023-08-10 09:34:23,Residential Area,Hotel District,43.09,68.64
1095,3,60,4,2023-04-12 19:05:56,2023-04-12 20:03:56,Stadium,Downtown,45.0,84.5
1096,471,68,99,2023-09-20 01:24:10,2023-09-20 02:10:10,Downtown,Airport,24.55,50.83
1097,425,54,93,2023-08-22 19:00:52,2023-08-22 19:22:52,Hospital,Hotel District,18.6,35.9
1098,41,72,100,2023-09-01 05:59:55,2023-09-01 06:35:55,Business District,Downtown,20.88,42.82
1099,357,59,63,2024-10-21 04:23:54,2024-10-21 05:09:54,City Center,Airport,42.47,77.7
1100,481,80,81,2023-01-23 17:58:16,2023-01-23 18:17:16,Downtown,Suburb,2.5,11.0
1101,54,42,69,2023-06-25 19:18:24,2023-06-25 19:33:24,Airport,Shopping Mall,36.76,61.39
1102,416,48,105,2024-12-02 06:54:50,2024-12-02 07:33:50,Downtown,City Center,35.04,64.81
1103,27,34,27,2023-03-28 01:31:43,2023-03-28 01:39:43,University,Airport,14.66,26.49
1104,353,79,102,2024-09-23 01:49:40,2024-09-23 02:18:40,University,Restaurant District,10.18,25.02
1105,71,75,52,2023-04-04 03:07:28,2023-04-04 03:20:28,Hospital,Suburb,9.1,19.4
1106,300,53,82,2023-12-14 00:34:40,2023-12-14 01:21:40,Airport,Park,27.32,55.23
1107,296,62,102,2023-08-06 21:40:28,2023-08-06 22:05:28,Hotel District,Restaurant District,25.17,46.51
1108,48,34,112,2024-07-06 13:06:36,2024-07-06 13:16:36,Hospital,Park,42.11,68.16
1109,125,85,79,2024-06-23 19:05:16,2024-06-23 19:14:16,Airport,Beach,4.89,12.08
1110,7,86,45,2023-12-30 14:57:20,2023-12-30 15:54:20,Stadium,Shopping Mall,25.41,54.87
1111,175,27,75,2024-08-13 16:31:22,2024-08-13 16:55:22,Restaurant District,Beach,33.45,58.68
1112,435,65,106,2024-12-11 00:31:48,2024-12-11 00:44:48,Shopping Mall,City Center,19.45,34.92
1113,500,58,117,2024-02-03 19:39:48,2024-02-03 19:56:48,Hotel District,Stadium,11.02,23.28
1114,143,55,35,2024-06-17 00:55:31,2024-06-17 01:19:31,Suburb,Business District,33.12,58.18
1115,76,60,4,2024-08-01 16:17:28,2024-08-01 16:29:28,Shopping Mall,Downtown,44.92,72.88
1116,96,35,47,2024-01-05 21:45:53,2024-01-05 22:32:53,Park,Beach,18.89,42.59
1117,61,71,85,2023-10-03 06:59:42,2023-10-03 07:31:42,Shopping Mall,Train Station,21.05,42.08
1118,221,66,43,2023-02-11 06:55:10,2023-02-11 07:28:10,University,Hospital,6.7,20.8
1119,333,49,94,2024-12-21 19:32:45,2024-12-21 20:04:45,Shopping Mall,University,11.09,27.13
1120,91,77,36,2024-02-16 07:45:54,2024-02-16 08:28:54,Beach,Park,22.81,47.46
1121,349,7,97,2023-03-28 06:44:00,2023-03-28 07:03:00,Airport,Downtown,44.96,74.69
1122,295,35,47,2023-02-21 03:29:03,2023-02-21 04:08:03,Airport,University,12.87,31.55
1123,318,90,92,2023-11-11 05:32:01,2023-11-11 06:02:01,Stadium,Airport,12.55,28.83
1124,422,89,60,2024-01-20 14:40:07,2024-01-20 14:58:07,Train Station,Hotel District,11.77,24.66
1125,327,37,108,2024-07-24 00:33:25,2024-07-24 00:38:25,Airport,Train Station,26.16,42.99
1126,359,80,92,2024-07-28 01:39:00,2024-07-28 02:03:00,Suburb,City Center,35.02,61.03
1127,88,41,65,2023-05-10 10:29:47,2023-05-10 10:45:47,Hospital,City Center,23.85,42.28
1128,493,2,19,2023-11-29 09:03:16,2023-11-29 09:29:16,Downtown,Train Station,48.77,82.16
1129,452,10,72,2024-06-11 13:15:37,2024-06-11 14:08:37,Suburb,Downtown,30.51,61.52
1130,497,61,21,2024-01-15 06:42:30,2024-01-15 07:42:30,Shopping Mall,Beach,7.25,28.38
1131,420,3,73,2024-06-12 04:58:51,2024-06-12 05:21:51,Suburb,Shopping Mall,27.21,49.06
1132,86,97,19,2024-08-25 03:49:46,2024-08-25 04:00:46,Airport,University,40.59,66.14
1133,172,58,103,2024-07-24 17:56:40,2024-07-24 18:23:40,Park,University,33.84,60.01
1134,130,47,59,2023-01-11 12:47:46,2023-01-11 13:44:46,Hospital,University,36.09,70.89
1135,457,67,90,2023-03-29 14:01:07,2023-03-29 14:23:07,Residential Area,Park,36.95,63.43
1136,11,19,107,2024-10-27 01:56:46,2024-10-27 02:15:46,Residential Area,Train Station,19.15,35.97
1137,16,32,74,2024-07-29 13:28:22,2024-07-29 14:17:22,Stadium,Hospital,11.9,32.6
1138,46,25,95,2024-05-11 02:51:36,2024-05-11 03:02:36,University,City Center,32.09,53.39
1139,279,58,117,2023-05-16 21:20:46,2023-05-16 21:41:46,City Center,Residential Area,18.74,35.86
1140,170,51,76,2023-11-21 02:55:45,2023-11-21 03:17:45,University,Shopping Mall,3.97,13.96
1141,267,90,44,2024-10-09 22:05:06,2024-10-09 22:49:06,Airport,Stadium,40.18,73.77
1142,291,45,98,2023-03-27 14:06:04,2023-03-27 14:11:04,Beach,City Center,34.91,56.11
1143,239,88,42,2024-02-11 08:53:49,2024-02-11 09:16:49,Business District,Park,33.89,59.09
1144,156,63,37,2023-02-20 04:32:19,2023-02-20 05:28:19,University,Downtown,23.79,52.19
1145,112,37,7,2023-02-11 07:35:40,2023-02-11 08:11:40,University,Downtown,22.66,45.49
1146,339,1,17,2023-07-15 07:03:34,2023-07-15 07:16:34,Hospital,City Center,15.6,29.15
1147,440,65,106,2023-03-08 19:13:14,2023-03-08 20:03:14,University,Train Station,49.8,89.7
1148,101,56,75,2024-12-14 05:36:14,2024-12-14 05:46:14,University,Shopping Mall,3.54,10.31
1149,478,46,37,2024-09-22 11:21:14,2024-09-22 12:09:14,Residential Area,Stadium,22.28,47.92
1150,496,13,29,2024-12-15 17:39:42,2024-12-15 18:03:42,Business District,University,10.32,23.98
1151,224,87,109,2024-09-16 18:44:04,2024-09-16 19:26:04,Train Station,Residential Area,38.85,71.28
1152,129,18,28,2024-03-06 12:35:54,2024-03-06 12:52:54,University,Airport,16.27,31.16
1153,475,81,91,2024-02-28 23:01:16,2024-02-28 23:17:16,Stadium,Hotel District,44.04,72.56
1154,224,13,9,2024-02-14 00:00:08,2024-02-14 00:33:08,Restaurant District,Hospital,26.18,50.02
1155,351,92,46,2023-12-30 19:12:54,2023-12-30 19:39:54,Stadium,Beach,22.18,42.52
1156,211,60,4,2024-12-09 19:19:10,2024-12-09 19:59:10,Downtown,Hotel District,22.2,45.8
1157,387,18,28,2024-09-02 23:53:05,2024-09-03 00:13:05,Business District,Park,19.91,37.37
1158,318,70,71,2023-02-11 13:59:01,2023-02-11 14:52:01,Suburb,Stadium,8.04,27.81
1159,344,1,17,2024-09-19 04:32:14,2024-09-19 05:25:14,Suburb,Park,24.09,51.88
1160,28,11,8,2023-07-29 20:25:26,2023-07-29 21:23:26,Residential Area,Airport,18.01,44.02
1161,50,38,115,2024-06-20 09:35:05,2024-06-20 10:01:05,Suburb,Downtown,7.83,20.75
1162,300,87,83,2024-06-28 22:15:44,2024-06-28 22:33:44,Park,Train Station,28.98,50.47
1163,496,64,18,2023-06-23 15:09:15,2023-06-23 15:57:15,Residential Area,Suburb,9.43,28.64
1164,322,40,36,2024-09-17 17:47:11,2024-09-17 18:23:11,Business District,Restaurant District,11.63,28.95
1165,35,1,17,2024-04-13 23:28:25,2024-04-13 23:40:25,Park,Airport,13.87,26.3
1166,54,61,21,2024-10-08 19:08:46,2024-10-08 19:45:46,Beach,Stadium,4.67,18.75
1167,63,39,40,2024-01-11 17:11:07,2024-01-11 17:27:07,Suburb,Shopping Mall,42.4,70.1
1168,280,34,112,2024-10-29 10:46:18,2024-10-29 11:33:18,Business District,Airport,22.75,48.38
1169,326,3,24,2023-04-21 01:13:18,2023-04-21 02:10:18,Restaurant District,Residential Area,13.55,37.08
1170,262,95,24,2024-01-05 20:14:09,2024-01-05 20:49:09,University,Residential Area,6.8,21.45
1171,302,64,48,2024-06-02 14:49:25,2024-06-02 15:11:25,Stadium,Restaurant District,40.39,68.59
1172,238,54,105,2023-11-26 23:27:37,2023-11-26 23:41:37,Downtown,University,23.94,41.91
1173,289,50,2,2024-03-26 22:00:50,2024-03-26 22:24:50,Downtown,Residential Area,33.22,58.33
1174,337,80,92,2023-02-03 02:42:51,2023-02-03 03:09:51,Train Station,Beach,44.36,75.79
1175,235,36,50,2023-05-03 23:11:48,2023-05-03 23:38:48,Park,Suburb,43.33,74.25
1176,108,45,98,2024-02-03 11:51:17,2024-02-03 12:00:17,Train Station,Residential Area,9.27,18.66
1177,336,93,73,2023-09-21 12:50:38,2023-09-21 13:24:38,Restaurant District,Suburb,39.76,70.64
1178,143,98,82,2024-12-18 06:51:28,2024-12-18 07:21:28,Airport,City Center,42.29,73.44
1179,248,49,61,2024-04-15 13:42:34,2024-04-15 14:29:34,Train Station,Business District,36.01,68.27
1180,260,100,85,2024-02-13 02:47:52,2024-02-13 03:08:52,Train Station,Restaurant District,17.56,34.09
1181,490,75,52,2024-03-29 23:44:36,2024-03-30 00:28:36,Suburb,Stadium,5.24,21.36
1182,16,94,48,2023-06-29 23:16:53,2023-06-29 23:27:53,Residential Area,Airport,25.97,44.2
1183,348,61,21,2024-08-13 05:44:08,2024-08-13 06:03:08,Hotel District,City Center,37.17,63.01
1184,122,14,1,2024-07-19 13:56:42,2024-07-19 14:25:42,Hotel District,Stadium,46.27,79.16
1185,32,79,33,2023-03-30 21:56:45,2023-03-30 22:03:45,Suburb,Restaurant District,5.5,12.5
1186,391,48,78,2024-05-05 08:10:26,2024-05-05 09:08:26,Downtown,City Center,10.36,32.54
1187,56,90,58,2023-10-21 07:30:49,2023-10-21 07:43:49,Residential Area,Business District,28.71,48.81
1188,101,33,15,2023-12-06 19:52:04,2023-12-06 20:40:04,University,Shopping Mall,11.66,31.99
1189,83,56,105,2024-02-15 12:30:10,2024-02-15 13:26:10,Hotel District,Shopping Mall,6.13,25.7
1190,13,81,91,2023-06-08 02:15:12,2023-06-08 02:22:12,Hotel District,Train Station,44.88,71.57
1191,185,100,53,2024-03-17 09:47:13,2024-03-17 10:26:13,Suburb,Airport,18.35,39.78
1192,350,94,56,2024-05-13 20:04:45,2024-05-13 20:42:45,Beach,Shopping Mall,41.96,74.94
1193,293,61,21,2023-10-04 21:21:56,2023-10-04 22:05:56,City Center,Park,42.96,77.94
1194,411,9,54,2023-11-29 01:23:47,2023-11-29 02:08:47,Stadium,Suburb,5.4,21.85
1195,41,17,18,2023-03-20 09:09:17,2023-03-20 09:21:17,Beach,Shopping Mall,4.47,12.21
1196,277,43,12,2023-06-24 00:03:29,2023-06-24 01:00:29,University,City Center,41.75,79.38
1197,200,91,105,2023-02-22 18:43:56,2023-02-22 19:43:56,Suburb,Train Station,48.47,90.2
1198,39,69,58,2024-10-24 16:42:41,2024-10-24 17:20:41,City Center,Business District,26.0,51.0
1199,205,80,81,2024-02-29 01:05:21,2024-02-29 01:54:21,City Center,Airport,29.97,59.7
1200,480,34,27,2023-01-26 01:38:40,2023-01-26 02:04:40,Stadium,University,11.62,26.43
1201,455,98,82,2023-04-19 04:31:41,2023-04-19 04:49:41,Park,Suburb,37.23,62.84
1202,474,97,85,2024-12-09 14:52:07,2024-12-09 15:00:07,Shopping Mall,Beach,5.5,12.75
1203,486,73,116,2024-04-18 19:15:21,2024-04-18 20:04:21,Suburb,Hotel District,40.76,75.89
1204,178,10,72,2024-04-09 14:16:47,2024-04-09 15:08:47,Business District,City Center,5.87,24.3
1205,283,62,68,2023-07-30 02:38:31,2023-07-30 03:29:31,Downtown,Airport,3.71,20.81
1206,260,29,11,2023-12-02 04:01:59,2023-12-02 04:36:59,University,Hotel District,42.79,75.44
1207,498,30,87,2024-12-24 07:41:37,2024-12-24 07:49:37,Downtown,Hotel District,39.53,63.8
1208,101,69,58,2024-06-13 16:18:20,2024-06-13 17:06:20,Restaurant District,Downtown,28.52,57.28
1209,27,50,99,2023-10-21 00:02:09,2023-10-21 00:51:09,Train Station,Stadium,35.66,68.24
1210,282,18,23,2023-12-07 04:01:58,2023-12-07 04:13:58,City Center,Business District,49.16,79.24
1211,189,46,37,2023-09-24 12:19:31,2023-09-24 12:51:31,City Center,Downtown,13.43,30.64
1212,48,76,2,2023-06-26 09:56:00,2023-06-26 10:27:00,Restaurant District,Hotel District,44.64,77.21
1213,407,69,58,2024-09-14 18:01:19,2024-09-14 18:06:19,Suburb,Restaurant District,14.0,24.75
1214,30,10,72,2023-04-09 10:09:19,2023-04-09 10:42:19,Train Station,University,4.1,16.9
1215,180,78,84,2024-11-22 14:43:10,2024-11-22 15:03:10,University,Train Station,31.09,54.13
1216,246,85,79,2024-05-24 23:43:48,2024-05-24 23:52:48,Airport,University,47.04,75.31
1217,106,64,91,2024-07-25 01:28:06,2024-07-25 02:25:06,Hospital,City Center,45.92,85.63
1218,113,57,86,2023-08-24 03:05:22,2023-08-24 03:33:22,Hotel District,Park,16.05,33.58
1219,335,32,68,2024-11-24 14:19:31,2024-11-24 14:41:31,Hospital,Restaurant District,27.99,49.98
1220,54,7,97,2024-11-30 09:08:44,2024-11-30 09:39:44,Restaurant District,Business District,25.34,48.26
1221,41,27,64,2024-10-15 13:18:19,2024-10-15 13:56:19,Shopping Mall,University,37.61,68.41
1222,108,16,48,2024-07-17 01:18:57,2024-07-17 02:15:57,Hotel District,Train Station,3.72,22.33
1223,121,90,57,2024-05-19 19:09:53,2024-05-19 20:02:53,Beach,Airport,3.02,20.28
1224,429,5,35,2023-08-04 21:41:11,2023-08-04 22:23:11,Stadium,University,41.7,75.55
1225,44,8,93,2024-10-25 18:25:06,2024-10-25 19:09:06,Stadium,Beach,2.9,17.85
1226,196,50,57,2023-02-04 11:57:57,2023-02-04 12:16:57,Shopping Mall,Stadium,10.85,23.52
1227,221,69,58,2024-05-27 22:47:38,2024-05-27 23:11:38,Downtown,Park,38.62,66.43
1228,480,4,66,2024-12-17 16:21:00,2024-12-17 17:19:00,City Center,University,40.89,78.34
1229,303,28,104,2023-09-22 19:39:50,2023-09-22 20:30:50,Suburb,Business District,22.84,49.51
1230,219,94,56,2024-08-07 09:45:57,2024-08-07 09:53:57,Hotel District,Airport,28.56,47.34
1231,488,93,120,2024-06-10 14:16:04,2024-06-10 14:39:04,Suburb,Park,24.25,44.62
1232,294,93,73,2024-08-20 07:25:45,2024-08-20 08:03:45,University,Train Station,48.09,84.14
1233,240,96,31,2023-04-13 10:17:07,2023-04-13 10:22:07,University,Hotel District,34.76,55.89
1234,141,11,32,2024-08-22 02:48:17,2024-08-22 03:27:17,University,Hospital,29.41,56.37
1235,20,79,36,2023-10-08 22:28:51,2023-10-08 22:50:51,Residential Area,University,39.56,67.34
1236,415,99,120,2023-04-07 13:14:22,2023-04-07 13:38:22,Business District,Residential Area,17.41,34.62
1237,136,23,32,2023-12-26 09:48:20,2023-12-26 09:54:20,Beach,Downtown,24.39,40.59
1238,495,46,37,2024-05-10 08:23:34,2024-05-10 09:22:34,Park,Shopping Mall,21.61,49.66
1239,297,11,36,2024-11-27 18:07:02,2024-11-27 18:51:02,Park,Hospital,47.76,85.14
1240,226,24,8,2024-08-17 22:50:34,2024-08-17 23:45:34,University,Suburb,25.76,54.89
1241,117,81,91,2023-04-25 02:26:51,2023-04-25 03:26:51,Business District,Residential Area,4.38,24.07
1242,59,84,5,2023-05-24 02:46:16,2023-05-24 03:34:16,Park,Suburb,23.13,49.2
1243,163,6,74,2023-02-17 05:38:02,2023-02-17 06:28:02,University,Downtown,34.56,66.84
1244,440,46,37,2024-04-11 11:36:03,2024-04-11 11:56:03,Hospital,Airport,5.72,16.08
1245,228,15,80,2023-03-02 03:46:36,2023-03-02 04:06:36,Shopping Mall,Hospital,29.38,51.57
1246,425,88,42,2023-02-25 10:51:54,2023-02-25 11:37:54,Stadium,City Center,15.59,37.38
1247,13,42,69,2023-09-18 04:35:15,2023-09-18 05:06:15,City Center,Residential Area,19.99,40.23
1248,483,38,6,2023-05-05 12:26:51,2023-05-05 12:54:51,Downtown,University,46.65,79.47
1249,467,76,4,2023-03-24 12:18:35,2023-03-24 13:01:35,Shopping Mall,Hotel District,17.03,38.8
1250,367,100,95,2024-01-30 17:12:14,2024-01-30 18:07:14,Business District,Restaurant District,18.51,44.02
1251,111,49,107,2024-03-28 14:03:32,2024-03-28 14:10:32,Residential Area,Restaurant District,9.2,18.05
1252,391,84,11,2023-03-02 01:11:22,2023-03-02 01:30:22,Business District,Park,49.9,82.1
1253,323,71,116,2024-02-23 15:04:48,2024-02-23 15:55:48,Airport,Suburb,44.17,81.5
1254,409,7,97,2024-05-27 00:20:12,2024-05-27 00:58:12,Park,Beach,17.21,37.81
1255,100,74,14,2024-12-08 15:34:00,2024-12-08 15:54:00,Hospital,Shopping Mall,40.35,68.03
1256,186,30,87,2023-09-02 12:36:09,2023-09-02 13:28:09,Airport,Restaurant District,13.57,35.86
1257,376,53,47,2023-03-03 21:31:50,2023-03-03 21:58:50,Park,Airport,45.9,78.1
1258,335,62,68,2023-12-15 17:22:13,2023-12-15 18:17:13,Stadium,Shopping Mall,29.33,60.24
1259,424,17,18,2024-08-26 02:02:41,2024-08-26 02:33:41,Residential Area,Business District,33.96,61.19
1260,311,34,112,2023-09-23 07:21:35,2023-09-23 07:46:35,Airport,Stadium,22.21,42.06
1261,76,74,14,2024-05-06 09:04:24,2024-05-06 09:58:24,Shopping Mall,City Center,10.64,31.96
1262,233,2,19,2023-04-04 19:40:02,2023-04-04 20:11:02,University,Hotel District,28.62,53.18
1263,477,61,21,2023-04-09 04:13:42,2023-04-09 05:13:42,Downtown,Suburb,22.71,51.56
1264,354,22,38,2023-04-13 19:42:00,2023-04-13 20:19:00,Suburb,Park,46.09,80.89
1265,463,55,35,2023-04-09 23:53:45,2023-04-10 00:23:45,Restaurant District,Park,13.59,30.38
1266,151,16,44,2024-11-28 01:14:20,2024-11-28 02:11:20,City Center,Hospital,30.39,62.34
1267,316,14,1,2023-02-27 06:50:49,2023-02-27 07:42:49,City Center,Hospital,47.6,86.9
1268,467,53,81,2023-12-16 08:01:00,2023-12-16 08:53:00,Suburb,Stadium,15.89,39.34
1269,245,90,18,2024-07-23 16:22:15,2024-07-23 16:38:15,Restaurant District,Hotel District,30.3,51.95
1270,420,66,11,2023-04-29 06:15:53,2023-04-29 06:20:53,Business District,Hospital,34.35,55.28
